,prompt,chosen,rejected
83,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
서울시 지역아동센터 시설 현황 정보에서 연령 구분이 초중생으로 되어있는 곳의 시설명을 검색해 줘

### context:
CREATE TABLE tn_fclty_sttus_info1003 (  FCLTY_ID varchar(13) DEFAULT NULL,  FCLTY_NM varchar(30) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(11) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP bigint DEFAULT NULL,  BASS_ADRES varchar(29) DEFAULT NULL,  DETAIL_ADRES varchar(45) DEFAULT NULL,  RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  RNTFEE varchar(10) DEFAULT NULL,  SEMSTR_BEGIN_TIME bigint DEFAULT NULL,  SEMSTR_END_TIME bigint DEFAULT NULL,  VCTN_BEGIN_TIME bigint DEFAULT NULL,  VCTN_END_TIME bigint DEFAULT NULL,  SAT_OPER_AT varchar(6) DEFAULT NULL,  SAT_OPER_BEGIN_TIME bigint DEFAULT NULL,  SAT_OPER_END_TIME bigint DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
",SELECT FCLTY_NM FROM TN_FCLTY_STTUS_INFO1003 WHERE AGE_SE_NM = '초중생',SELECT FCLTY_NM FROM TN_FCLTY_STTUS_INFO1003 WHERE AGE_SE_NM = '초중생'
84,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
교직원현황 중 조리원이 2명 이상이거나 보육교사가 10명 이상인 서울 동작구에 있는 어린이집의 제공서비스는 뭐지

### context:
CREATE TABLE child_care_info_d_j (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(22) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(63) DEFAULT NULL,  CRTELNO varchar(17) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  CRHOME varchar(83) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(8) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(26) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL,  EM_CNT_A7 varchar(6) DEFAULT NULL) ;

### Response:
",SELECT CRSPEC FROM CHILD_CARE_INFO_D_J WHERE EM_CNT_A7 >= 2 OR EM_CNT_A7 >= 10,SELECT CRSPEC FROM CHILD_CARE_INFO_D_J WHERE CRCARGBNAME = '보육교사 10명 이상' OR CRCARGBNAME = '조리원 2명 이상'
85,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
국공립 어린이집의 주소와 우편번호를 찾아줘

### context:
CREATE TABLE child_care_info_s_m (  SIGUNNAME varchar(9) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(27) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(73) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(10) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
","SELECT CRADDR, ZIPCODE FROM CHILD_CARE_INFO_S_M WHERE CRTYPENAME = '국공립'","SELECT CRADDR, ZIPCODE FROM CHILD_CARE_INFO_S_M WHERE CRTYPENAME = '국공립'"
86,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
강동구 어린이회관 공지사항 정보에서 2017년 10월에 등록된 게시물의 주제를 알려줘

### context:
CREATE TABLE gd_notice_view (  IDX bigint DEFAULT NULL,  NAME varchar(8) DEFAULT NULL,  SUBJECT varchar(81) DEFAULT NULL,  CONTENT blob,  REGDATE varchar(19) DEFAULT NULL,  HIT varchar(9) DEFAULT NULL,  FILE1 varchar(70) DEFAULT NULL,  FILE2 varchar(50) DEFAULT NULL,  FILE3 varchar(48) DEFAULT NULL,  FILE4 varchar(47) DEFAULT NULL,  FILE5 varchar(31) DEFAULT NULL,  FILE6 varchar(34) DEFAULT NULL) ;

### Response:
",SELECT SUBJECT FROM GD_NOTICE_VIEW WHERE REGDATE LIKE '201710%',SELECT SUBJECT FROM GD_NOTICE_VIEW WHERE REGDATE LIKE '2017-10%'
87,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설명이 갈비로 끝나는 곳의 주소를 알려줘

### context:
CREATE TABLE tourist_food_info (  SEQ bigint DEFAULT NULL,  SISULNAME varchar(27) DEFAULT NULL,  GU varchar(9) DEFAULT NULL,  ADDR varchar(25) DEFAULT NULL,  TEL varchar(18) DEFAULT NULL,  HOMEPAGE varchar(100) DEFAULT NULL,  HIT varchar(7) DEFAULT NULL,  ST1 varchar(6) DEFAULT NULL,  ST2 varchar(6) DEFAULT NULL,  ST3 varchar(6) DEFAULT NULL,  ST4 varchar(6) DEFAULT NULL,  ST5 varchar(6) DEFAULT NULL,  ST6 varchar(6) DEFAULT NULL,  ST7 varchar(6) DEFAULT NULL,  ST9 varchar(6) DEFAULT NULL,  ST10 varchar(6) DEFAULT NULL,  ST11 varchar(6) DEFAULT NULL,  ST12 varchar(6) DEFAULT NULL) ;

### Response:
",SELECT ADDR FROM TOURIST_FOOD_INFO WHERE SISULNAME LIKE '%갈비',SELECT ADDR FROM TOURIST_FOOD_INFO WHERE SISULNAME LIKE '%갈비'
88,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
삼양동에 위치한 경로당을 알려줘

### context:
CREATE TABLE gb_senior_center (  NO varchar(7) DEFAULT NULL,  DONG_NM varchar(8) DEFAULT NULL,  SENIOR_CENTER varchar(18) DEFAULT NULL,  GB varchar(19) DEFAULT NULL,  TEL_NO varchar(27) DEFAULT NULL,  ROAD_ADDR varchar(43) DEFAULT NULL) ;

### Response:
",SELECT SENIOR_CENTER FROM GB_SENIOR_CENTER WHERE DONG_NM = '삼양',SELECT SENIOR_CENTER FROM GB_SENIOR_CENTER WHERE DONG_NM = '삼양동'
89,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
통학 차량 운영 여부가 운영이고 유형이 가정인 어린이집의 이름을 보여줘

### context:
CREATE TABLE child_care_info_y_s (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(32) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(52) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRHOME varchar(44) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(200) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(15) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_01 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRNAME FROM CHILD_CARE_INFO_Y_S WHERE CRCARGBNAME = '운영' AND CRTYPENAME = '가정',SELECT CRNAME FROM CHILD_CARE_INFO_Y_S WHERE CRTYPENAME = '가정' AND CRSTATUSNAME = '운영'
90,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
우주별어린이집의 제공 서비스를 보여줘

### context:
CREATE TABLE child_care_info_n_w (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(30) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(61) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  CRHOME varchar(68) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(25) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRSPEC FROM CHILD_CARE_INFO_N_W WHERE CRNAME = '우주별어린이집',SELECT CRSPEC FROM CHILD_CARE_INFO_N_W WHERE CRNAME = '우주별어린이집'
91,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
서대문구에 위치한 노인 여가 복지 시설의 이름을 알려줘

### context:
CREATE TABLE fclt_open_info_o_w_i (  FCLT_NM varchar(20) DEFAULT NULL,  FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(20) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(13) DEFAULT NULL,  ELDERLY_LEISURE_JRSD_SGG_SE varchar(8) DEFAULT NULL,  ELDERLY_LEISURE_JRSD_SGG_CD bigint DEFAULT NULL,  JRSD_SGG_NM varchar(9) DEFAULT NULL,  FCLT_ADDR varchar(48) DEFAULT NULL) ;

### Response:
",SELECT FCLT_NM FROM FCLT_OPEN_INFO_O_W_I WHERE JRSD_SGG_NM = '서대문구',SELECT FCLT_NM FROM FCLT_OPEN_INFO_O_W_I WHERE ELDERLY_LEISURE_JRSD_SGG_SE = '서대문구'
92,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
성남보육원의 시설 주소는 뭐야

### context:
CREATE TABLE fclt_open_info_k_w_i (  FCLT_NM varchar(33) DEFAULT NULL,  CHILD_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(26) DEFAULT NULL,  CHILD_WELFARE_FCLT_KIND_DTL_NM varchar(11) DEFAULT NULL,  JRSD_SGG_NM varchar(10) DEFAULT NULL,  CHILD_WELFARE_FCLT_ADDR varchar(70) DEFAULT NULL) ;

### Response:
",SELECT CHILD_WELFARE_FCLT_ADDR FROM FCLT_OPEN_INFO_K_W_I WHERE FCLT_NM = '성남보육원',SELECT CHILD_WELFARE_FCLT_ADDR FROM FCLT_OPEN_INFO_K_W_I WHERE FCLT_NM = '성남보육원'
93,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
국공립이 아닌 어린이집의 이름과 전화번호를 보여줘

### context:
CREATE TABLE child_care_info_g_a (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(28) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(61) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(8) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(7) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  EM_CNT_A2 varchar(7) DEFAULT NULL) ;

### Response:
","SELECT CRTELNO, CRNAME FROM CHILD_CARE_INFO_G_A WHERE CRTYPENAME != '국공립'","SELECT CRNAME, CRTELNO FROM CHILD_CARE_INFO_G_A WHERE CRTYPENAME!= '국공립'"
94,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
상세 주소에 삼양로가 들어가는 어린이집의 보육실 수와 보육 교직원 수가 얼마야

### context:
CREATE TABLE child_care_info_g_b (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(22) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(56) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRFAXNO varchar(19) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(8) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(17) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(7) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(6) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
","SELECT NRTRROOMCNT, CHCRTESCNT FROM CHILD_CARE_INFO_G_B WHERE CRADDR LIKE '%삼양로%'","SELECT NRTRROOMCNT, PLGRDCO FROM CHILD_CARE_INFO_G_B WHERE CRADDR LIKE '%삼양로%'"
95,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
정원이 100명 이상인 어린이집의 유형을 중복 없이 알려줘

### context:
CREATE TABLE child_care_info_e_p (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(27) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(73) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(21) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  EM_CNT_A7 varchar(6) DEFAULT NULL) ;

### Response:
",SELECT DISTINCT CRTYPENAME FROM CHILD_CARE_INFO_E_P WHERE CRCAPAT >= 100,SELECT DISTINCT CRTYPENAME FROM CHILD_CARE_INFO_E_P WHERE CRCAPAT >= 100
96,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설 수의 합계가 70 이하인 자치구 이름을 중복 없이 알려줘

### context:
CREATE TABLE stat_child_number_info (  STYEAR varchar(19) DEFAULT NULL,  ARCODE bigint DEFAULT NULL,  ARCODENM varchar(8) DEFAULT NULL,  CNTTOT bigint DEFAULT NULL,  CNT0101 bigint DEFAULT NULL,  CNT0201 bigint DEFAULT NULL,  CNT0301 bigint DEFAULT NULL,  CNT0302 bigint DEFAULT NULL,  CNT0401 bigint DEFAULT NULL,  CNT0501 bigint DEFAULT NULL,  CNT0603 bigint DEFAULT NULL) ;

### Response:
",SELECT DISTINCT ARCODENM FROM STAT_CHILD_NUMBER_INFO WHERE CNTTOT <= 70,SELECT ARCODENM FROM STAT_CHILD_NUMBER_INFO WHERE CNTTOT <= 70 GROUP BY ARCODENM
97,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
어린이집명에 연세가 들어가거나 자이안어린이집인 곳의 정원을 알려줘

### context:
CREATE TABLE child_care_info_e_p (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(27) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(73) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(21) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  EM_CNT_A7 varchar(6) DEFAULT NULL) ;

### Response:
",SELECT CRCAPAT FROM CHILD_CARE_INFO_E_P WHERE CRNAME LIKE '%연세%' OR CRNAME = '자이안어린이집',SELECT CRCAPAT FROM CHILD_CARE_INFO_E_P WHERE CRNAME LIKE '%연세%' OR CRNAME = '자이안어린이집'
98,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
코드가 C로 시작하는 사회복지시설의 이름을 찾아줘

### context:
CREATE TABLE fclt_open_info_g_n (  FCLT_NM varchar(25) DEFAULT NULL,  GN_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(25) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  GN_WELFARE_RPRSNTV varchar(8) DEFAULT NULL,  GN_WELFARE_FCLT_ADDR varchar(54) DEFAULT NULL) ;

### Response:
",SELECT FCLT_NM FROM FCLT_OPEN_INFO_G_N WHERE GN_WELFARE_FCLT_CD LIKE 'C%',SELECT FCLT_NM FROM FCLT_OPEN_INFO_G_N WHERE FCLT_KIND_DTL_NM LIKE 'C%'
